order,responsible,nameWithOwner,sshUrl,createdAt,updatedAt,stargazers.totalCount,releases.totalCount,analysed,LOC,CBO,DIT,LCOM
982,Andre,Nightonke/WoWoViewPager,git@github.com:Nightonke/WoWoViewPager.git,2016-03-03T04:29:28Z,2022-03-14T08:32:21Z,2752,0,no,,,,
983,Andre,MindorksOpenSource/android-mvvm-architecture,git@github.com:MindorksOpenSource/android-mvvm-architecture.git,2017-07-07T08:34:07Z,2022-03-10T01:46:47Z,2751,0,no,,,,
984,Andre,Dimezis/BlurView,git@github.com:Dimezis/BlurView.git,2016-04-21T16:00:07Z,2022-03-14T21:00:00Z,2748,22,no,,,,
985,Andre,Nightonke/CoCoin,git@github.com:Nightonke/CoCoin.git,2015-10-17T13:50:12Z,2022-03-13T21:56:39Z,2745,0,no,,,,
986,Andre,harjot-oberai/MusicDNA,git@github.com:harjot-oberai/MusicDNA.git,2016-04-30T20:12:34Z,2022-03-12T04:25:03Z,2744,2,no,,,,
987,Andre,halirutan/IntelliJ-Key-Promoter-X,git@github.com:halirutan/IntelliJ-Key-Promoter-X.git,2017-07-28T22:09:25Z,2022-03-14T08:46:10Z,2741,19,no,,,,
988,Andre,Yalantis/GuillotineMenu-Android,git@github.com:Yalantis/GuillotineMenu-Android.git,2015-06-15T13:56:21Z,2022-03-09T11:21:54Z,2739,2,no,,,,
989,Andre,north2016/T-MVP,git@github.com:north2016/T-MVP.git,2016-05-09T05:55:34Z,2022-03-03T02:37:32Z,2739,0,no,,,,
990,Andre,apache/logging-log4j2,git@github.com:apache/logging-log4j2.git,2013-06-12T07:00:19Z,2022-03-14T02:12:15Z,2738,0,no,,,,
991,Andre,AbrahamCaiJin/CommonUtilLibrary,git@github.com:AbrahamCaiJin/CommonUtilLibrary.git,2017-04-28T06:06:58Z,2022-03-12T19:14:36Z,2738,0,no,,,,
992,Andre,MagicMashRoom/SuperCalendar,git@github.com:MagicMashRoom/SuperCalendar.git,2017-05-11T12:28:51Z,2022-03-14T08:17:32Z,2736,13,no,,,,
993,Andre,sofastack/sofa-jraft,git@github.com:sofastack/sofa-jraft.git,2019-03-04T10:13:43Z,2022-03-14T15:22:49Z,2735,20,no,,,,
994,Andre,wenmingvs/AndroidProcess,git@github.com:wenmingvs/AndroidProcess.git,2016-01-19T06:28:11Z,2022-03-11T09:03:23Z,2734,0,no,,,,
995,Andre,TangoAgency/material-intro-screen,git@github.com:TangoAgency/material-intro-screen.git,2016-09-12T13:16:19Z,2022-03-09T13:28:02Z,2732,4,no,,,,
996,Andre,oguzbilgener/CircularFloatingActionMenu,git@github.com:oguzbilgener/CircularFloatingActionMenu.git,2014-07-20T20:42:12Z,2022-03-14T15:39:27Z,2729,0,no,,,,
997,Andre,pedrovgs/Algorithms,git@github.com:pedrovgs/Algorithms.git,2014-11-09T14:32:33Z,2022-03-09T12:06:48Z,2725,0,no,,,,
998,Andre,saulmm/CoordinatorBehaviorExample,git@github.com:saulmm/CoordinatorBehaviorExample.git,2015-08-16T04:14:38Z,2022-03-14T19:45:57Z,2720,0,no,,,,
999,Andre,apache/curator,git@github.com:apache/curator.git,2014-03-03T08:00:07Z,2022-03-14T15:12:44Z,2718,0,no,,,,
